month,day,campaign_number,user_engagement,banner,placement,displays,cost,clicks,revenue,post_click_conversions,post_click_sales_amount,ctr,cpc,cr,roi
May,2,camp 3,Medium,468 x 60,Morning Brew,141,0.0137,1,0.0531,0,0.0,0.71,0.01,0.0,287.59
May,2,camp 3,High,580 x 400,CNBC,5513,2.897,45,2.3914,6,206.0999,0.82,0.06,13.33,-17.45
May,2,camp 3,Low,580 x 400,CNBC,8313,0.713,55,2.922,0,0.0,0.66,0.01,0.0,309.82
May,2,camp 3,Medium,580 x 400,CNBC,19489,3.0767,232,12.3264,0,0.0,1.19,0.01,0.0,300.64
May,2,camp 3,High,670 x 90,Morning Brew,472,0.1447,5,0.2656,0,0.0,1.06,0.03,0.0,83.55
May,2,camp 3,High,670 x 90,CNBC,1540,0.3964,6,0.3194,1,142.9981,0.39,0.07,16.67,-19.42
May,2,camp 3,Low,670 x 90,Morning Brew,3317,0.1135,6,0.3187,0,0.0,0.18,0.02,0.0,180.79
May,2,camp 3,Low,670 x 90,CNBC,2452,0.0622,4,0.2125,0,0.0,0.16,0.02,0.0,241.64
May,2,camp 3,Medium,670 x 90,Morning Brew,4181,0.2334,14,0.7437,0,0.0,0.33,0.02,0.0,218.64
May,2,camp 3,Medium,670 x 90,CNBC,5112,0.2501,11,0.5844,0,0.0,0.22,0.02,0.0,133.67
May,2,camp 3,High,728 x 90,Morning Brew,5149,1.0499,15,0.7975,2,96.9563,0.29,0.07,13.33,-24.04
May,2,camp 3,High,728 x 90,Buzzfeed,731,0.7232,3,0.1593,0,0.0,0.41,0.24,0.0,-77.97
May,2,camp 3,High,728 x 90,CNBC,22421,4.5335,41,2.1782,5,100.1074,0.18,0.11,12.2,-51.95
May,2,camp 3,Low,728 x 90,Morning Brew,4901,0.3905,20,1.0625,1,5.1667,0.41,0.02,5.0,172.09
May,2,camp 3,Low,728 x 90,Buzzfeed,187,0.1708,1,0.0531,0,0.0,0.53,0.17,0.0,-68.91
May,2,camp 3,Low,728 x 90,CNBC,41751,1.0455,81,4.3046,0,0.0,0.19,0.01,0.0,311.73
May,2,camp 3,Medium,728 x 90,Morning Brew,13913,1.3596,60,3.1883,2,145.9994,0.43,0.02,3.33,134.5
May,2,camp 3,Medium,728 x 90,Buzzfeed,605,0.5427,17,0.9031,0,0.0,2.81,0.03,0.0,66.41
May,2,camp 3,Medium,728 x 90,Forbes,314,0.0686,1,0.0531,0,0.0,0.32,0.07,0.0,-22.59
May,2,camp 3,Medium,728 x 90,CNBC,86451,4.1891,238,12.6465,2,37.0364,0.28,0.02,0.84,201.89
May,3,camp 1,High,160 x 600,Morning Brew,17269,21.0956,113,21.0,37,1709.5036,0.65,0.19,32.74,-0.45
May,3,camp 1,High,160 x 600,Buzzfeed,18533,33.858,126,23.0,83,3500.9496,0.68,0.27,65.87,-32.07
May,3,camp 1,High,160 x 600,CNBC,175379,239.7635,1613,303.0,846,40835.9893,0.92,0.15,52.45,26.37
May,3,camp 1,Low,160 x 600,Morning Brew,325,0.0677,1,0.1881,0,0.0,0.31,0.07,0.0,177.84
May,3,camp 1,Low,160 x 600,CNBC,3096,0.7194,7,1.317,1,147.6183,0.23,0.1,14.29,83.07
May,3,camp 1,Medium,160 x 600,Morning Brew,1990,1.1358,7,1.317,1,27.4432,0.35,0.16,14.29,15.95
May,3,camp 1,Medium,160 x 600,Buzzfeed,647,1.0697,7,1.317,3,516.2207,1.08,0.15,42.86,23.12
May,3,camp 1,Medium,160 x 600,CNBC,22248,12.8458,179,33.6729,15,933.167,0.8,0.07,8.38,162.13
May,3,camp 1,High,240 x 400,Morning Brew,44618,41.982,227,42.0,50,2781.3241,0.51,0.18,22.03,0.04
May,3,camp 1,High,240 x 400,Buzzfeed,281787,286.3959,7309,1374.0,2434,121523.0295,2.59,0.04,33.3,379.76
May,3,camp 1,High,240 x 400,Forbes,32746,16.8376,268,50.0,92,4570.7515,0.82,0.06,34.33,196.95
May,3,camp 1,High,240 x 400,CNBC,153756,270.2525,1085,204.0,542,27439.0821,0.71,0.25,49.95,-24.52
May,3,camp 1,Low,240 x 400,Morning Brew,759,0.1401,1,0.1881,0,0.0,0.13,0.14,0.0,34.26
May,3,camp 1,Low,240 x 400,Buzzfeed,877,0.7565,10,1.8815,1,21.3686,1.14,0.08,10.0,148.71
May,3,camp 1,Low,240 x 400,CNBC,1943,0.4966,6,1.1289,0,0.0,0.31,0.08,0.0,127.33
May,3,camp 1,Medium,240 x 400,Morning Brew,4842,2.0252,14,2.6341,1,19.3392,0.29,0.14,7.14,30.07
May,3,camp 1,Medium,240 x 400,Buzzfeed,14912,14.4199,439,82.5426,57,3881.8661,2.94,0.03,12.98,472.42
May,3,camp 1,Medium,240 x 400,Forbes,2551,1.2833,31,5.8326,1,43.3286,1.22,0.04,3.23,354.5
May,3,camp 1,Medium,240 x 400,CNBC,14939,11.6854,85,15.968,11,384.3865,0.57,0.14,12.94,36.65
May,3,camp 1,High,300 x 250,Morning Brew,33614,41.1427,175,33.0,88,3898.1645,0.52,0.24,50.29,-19.79
May,3,camp 1,High,300 x 250,Buzzfeed,64254,46.0781,994,186.0,384,18398.4421,1.55,0.05,38.63,303.66
May,3,camp 1,High,300 x 250,Forbes,2782,1.4238,9,1.0,3,254.9588,0.32,0.16,33.33,-29.77
May,3,camp 1,High,300 x 250,CNBC,331455,485.5104,2428,456.0,1391,68932.4537,0.73,0.2,57.29,-6.08
May,3,camp 1,Low,300 x 250,Morning Brew,403,0.1317,1,0.1881,0,0.0,0.25,0.13,0.0,42.82
May,3,camp 1,Low,300 x 250,Buzzfeed,164,0.1042,3,0.5644,0,0.0,1.83,0.03,0.0,441.65
May,3,camp 1,Low,300 x 250,CNBC,5292,1.5071,29,5.4563,2,83.3645,0.55,0.05,6.9,262.04
May,3,camp 1,Medium,300 x 250,Morning Brew,3656,2.6733,22,4.1393,5,55.4509,0.6,0.12,22.73,54.84
May,3,camp 1,Medium,300 x 250,Buzzfeed,2581,1.7275,104,19.5615,4,223.7217,4.03,0.02,3.85,1032.36
May,3,camp 1,Medium,300 x 250,CNBC,39080,27.2717,313,58.7671,44,2617.391,0.8,0.09,14.06,115.49
May,3,camp 1,High,468 x 60,Morning Brew,1154,0.5143,2,0.0,0,0.0,0.17,0.26,0.0,-100.0
May,3,camp 1,High,468 x 60,Buzzfeed,665,0.2678,2,0.0,0,0.0,0.3,0.13,0.0,-100.0
May,3,camp 1,Medium,468 x 60,Morning Brew,79,0.0629,1,0.1881,0,0.0,1.27,0.06,0.0,199.05
May,3,camp 1,Medium,468 x 60,CNBC,451,0.0623,1,0.1881,0,0.0,0.22,0.06,0.0,201.93
May,3,camp 1,High,580 x 400,CNBC,41139,114.6247,600,112.0,274,12947.6503,1.46,0.19,45.67,-2.29
May,3,camp 1,Low,580 x 400,CNBC,514,0.2336,7,1.317,0,0.0,1.36,0.03,0.0,463.78
May,3,camp 1,Medium,580 x 400,CNBC,3771,4.8702,59,11.076,19,1118.3357,1.56,0.08,32.2,127.42
May,3,camp 1,High,670 x 90,Morning Brew,5577,13.329,60,11.0,10,491.7397,1.08,0.22,16.67,-17.47
May,3,camp 1,High,670 x 90,Buzzfeed,15772,10.9779,80,15.0,25,685.5204,0.51,0.14,31.25,36.64
May,3,camp 1,High,670 x 90,Forbes,347,0.2581,8,1.0,0,0.0,2.31,0.03,0.0,287.45
May,3,camp 1,High,670 x 90,CNBC,14993,24.7518,138,26.0,64,1954.8934,0.92,0.18,46.38,5.04
May,3,camp 1,Medium,670 x 90,Morning Brew,637,0.6083,13,2.4456,0,0.0,2.04,0.05,0.0,302.04
May,3,camp 1,Medium,670 x 90,Buzzfeed,507,0.3573,4,0.7526,2,77.1287,0.79,0.09,50.0,110.64
May,3,camp 1,Medium,670 x 90,Forbes,33,0.0253,2,0.3763,1,65.3692,6.06,0.01,50.0,1387.35
May,3,camp 1,Medium,670 x 90,CNBC,1423,0.8008,5,0.9407,1,96.3336,0.35,0.16,20.0,17.47
May,3,camp 1,High,728 x 90,Morning Brew,59610,72.5007,349,65.0,160,5749.8537,0.59,0.21,45.85,-10.35
May,3,camp 1,High,728 x 90,Buzzfeed,185320,251.1715,2035,382.0,865,42111.7165,1.1,0.12,42.51,52.09
May,3,camp 1,High,728 x 90,Forbes,10096,4.1977,71,13.0,31,1468.0913,0.7,0.06,43.66,209.69
May,3,camp 1,High,728 x 90,CNBC,285824,278.1917,1359,255.0,697,35127.6592,0.48,0.2,51.29,-8.34
May,3,camp 1,Low,728 x 90,Morning Brew,607,0.1676,3,0.5644,0,0.0,0.49,0.06,0.0,236.75
May,3,camp 1,Low,728 x 90,Buzzfeed,287,0.3523,4,0.7526,0,0.0,1.39,0.09,0.0,113.62
May,3,camp 1,Low,728 x 90,Forbes,65,0.0261,1,0.1881,0,0.0,1.54,0.03,0.0,620.69
May,3,camp 1,Low,728 x 90,CNBC,3542,0.7358,17,3.1955,0,0.0,0.48,0.04,0.0,334.29
May,3,camp 1,Medium,728 x 90,Morning Brew,6597,4.144,41,7.7142,3,12.8346,0.62,0.1,7.32,86.15
May,3,camp 1,Medium,728 x 90,Buzzfeed,7608,9.6908,131,24.6416,10,699.2905,1.72,0.07,7.63,154.28
May,3,camp 1,Medium,728 x 90,Forbes,886,0.3465,2,0.3763,1,181.4184,0.23,0.17,50.0,8.6
May,3,camp 1,Medium,728 x 90,CNBC,31778,14.6198,125,23.4754,3,36.957,0.39,0.12,2.4,60.57
May,3,camp 3,High,160 x 600,Morning Brew,2083,0.4159,4,0.215,0,0.0,0.19,0.1,0.0,-48.3
May,3,camp 3,High,160 x 600,CNBC,22266,5.2803,43,2.3115,2,97.3012,0.19,0.12,4.65,-56.22
May,3,camp 3,Low,160 x 600,Morning Brew,6114,0.2761,21,1.1289,0,0.0,0.34,0.01,0.0,308.87
May,3,camp 3,Low,160 x 600,CNBC,40439,2.0172,93,4.9983,0,0.0,0.23,0.02,0.0,147.78
May,3,camp 3,Medium,160 x 600,Morning Brew,9697,0.6917,26,1.3976,0,0.0,0.27,0.03,0.0,102.05
May,3,camp 3,Medium,160 x 600,CNBC,85027,8.1268,262,14.0844,0,0.0,0.31,0.03,0.0,73.31
May,3,camp 3,High,240 x 400,Morning Brew,5395,1.1072,7,0.3763,0,0.0,0.13,0.16,0.0,-66.01
May,3,camp 3,High,240 x 400,Buzzfeed,6042,5.2037,44,2.3635,9,511.2403,0.73,0.12,20.45,-54.58
May,3,camp 3,High,240 x 400,Forbes,2726,1.3253,7,0.3763,0,0.0,0.26,0.19,0.0,-71.61
May,3,camp 3,High,240 x 400,CNBC,22825,6.9429,32,1.7202,4,294.9813,0.14,0.22,12.5,-75.22
May,3,camp 3,Low,240 x 400,Morning Brew,7580,0.6463,15,0.8063,0,0.0,0.2,0.04,0.0,24.76
May,3,camp 3,Low,240 x 400,Buzzfeed,2099,1.6247,11,0.5913,0,0.0,0.52,0.15,0.0,-63.61
May,3,camp 3,Low,240 x 400,CNBC,23009,1.0819,45,2.4173,0,0.0,0.2,0.02,0.0,123.43
May,3,camp 3,Medium,240 x 400,Morning Brew,15679,1.6648,61,3.2792,0,0.0,0.39,0.03,0.0,96.97
May,3,camp 3,Medium,240 x 400,Buzzfeed,7637,5.6747,128,6.8791,1,414.1222,1.68,0.04,0.78,21.22
May,3,camp 3,Medium,240 x 400,Forbes,1053,0.547,10,0.5358,1,4.8088,0.95,0.05,10.0,-2.05
May,3,camp 3,Medium,240 x 400,CNBC,54450,4.8014,189,10.1584,2,178.8068,0.35,0.03,1.06,111.57
May,3,camp 3,High,300 x 250,Morning Brew,2902,0.9283,10,0.5375,0,0.0,0.34,0.09,0.0,-42.1
May,3,camp 3,High,300 x 250,Buzzfeed,1172,0.7687,10,0.5375,1,38.2888,0.85,0.08,10.0,-30.08
May,3,camp 3,High,300 x 250,CNBC,38494,11.4923,142,7.6246,9,835.7234,0.37,0.08,6.34,-33.65
May,3,camp 3,Low,300 x 250,Morning Brew,7544,0.3982,32,1.7202,0,0.0,0.42,0.01,0.0,331.99
May,3,camp 3,Low,300 x 250,Buzzfeed,450,0.2746,5,0.2687,0,0.0,1.11,0.05,0.0,-2.15
May,3,camp 3,Low,300 x 250,CNBC,69543,2.6244,144,7.7322,0,0.0,0.21,0.02,0.0,194.63
May,3,camp 3,Medium,300 x 250,Morning Brew,9986,1.1675,73,3.9225,0,0.0,0.73,0.02,0.0,235.97
May,3,camp 3,Medium,300 x 250,Buzzfeed,1224,0.7112,38,2.0427,0,0.0,3.1,0.02,0.0,187.22
May,3,camp 3,Medium,300 x 250,CNBC,138006,10.1472,484,26.0036,0,0.0,0.35,0.02,0.0,156.26
May,3,camp 3,Low,468 x 60,CNBC,424,0.0042,1,0.0537,0,0.0,0.24,0.0,0.0,1178.57
May,3,camp 3,High,580 x 400,CNBC,7063,3.7928,39,2.0929,3,288.9003,0.55,0.1,7.69,-44.82
May,3,camp 3,Low,580 x 400,CNBC,9680,0.9593,50,2.6878,0,0.0,0.52,0.02,0.0,180.18
May,3,camp 3,Medium,580 x 400,CNBC,22689,3.8507,274,14.7207,0,0.0,1.21,0.01,0.0,282.29
May,3,camp 3,High,670 x 90,Morning Brew,529,0.1812,4,0.2132,4,236.2728,0.76,0.05,100.0,17.66
May,3,camp 3,High,670 x 90,Forbes,32,0.021,2,0.1075,0,0.0,6.25,0.01,0.0,411.9
May,3,camp 3,High,670 x 90,CNBC,1616,0.3945,1,0.0537,0,0.0,0.06,0.39,0.0,-86.39
May,3,camp 3,Low,670 x 90,Morning Brew,3673,0.1279,15,0.8063,0,0.0,0.41,0.01,0.0,530.41
May,3,camp 3,Low,670 x 90,CNBC,2653,0.0738,4,0.215,1,17.6593,0.15,0.02,25.0,191.33
May,3,camp 3,Medium,670 x 90,Morning Brew,4227,0.2527,33,1.774,0,0.0,0.78,0.01,0.0,602.02
May,3,camp 3,Medium,670 x 90,CNBC,5275,0.2882,13,0.6988,0,0.0,0.25,0.02,0.0,142.47
May,3,camp 3,High,728 x 90,Morning Brew,5077,1.1817,7,0.3763,2,145.2664,0.14,0.17,28.57,-68.16
May,3,camp 3,High,728 x 90,Buzzfeed,889,0.9477,2,0.1075,0,0.0,0.22,0.47,0.0,-88.66
May,3,camp 3,High,728 x 90,Forbes,629,0.2246,3,0.1612,0,0.0,0.48,0.07,0.0,-28.23
May,3,camp 3,High,728 x 90,CNBC,26698,5.7155,48,2.579,1,63.0657,0.18,0.12,2.08,-54.88
May,3,camp 3,Low,728 x 90,Morning Brew,4105,0.4015,23,1.2364,0,0.0,0.56,0.02,0.0,207.95
May,3,camp 3,Low,728 x 90,Buzzfeed,214,0.2276,1,0.0537,0,0.0,0.47,0.23,0.0,-76.41
May,3,camp 3,Low,728 x 90,Forbes,64,0.0119,1,0.0537,0,0.0,1.56,0.01,0.0,351.26
May,3,camp 3,Low,728 x 90,CNBC,45598,1.154,97,5.2144,0,0.0,0.21,0.01,0.0,351.85
May,3,camp 3,Medium,728 x 90,Morning Brew,11423,1.4556,65,3.4942,1,86.1062,0.57,0.02,1.54,140.05
May,3,camp 3,Medium,728 x 90,Buzzfeed,736,0.7394,7,0.3763,0,0.0,0.95,0.11,0.0,-49.11
May,3,camp 3,Medium,728 x 90,Forbes,355,0.0779,2,0.1075,0,0.0,0.56,0.04,0.0,38.0
May,3,camp 3,Medium,728 x 90,CNBC,97573,4.6636,299,16.0681,1,25.6473,0.31,0.02,0.33,244.54
May,4,camp 1,High,160 x 600,Morning Brew,20553,26.6826,119,21.0,37,2962.2519,0.58,0.22,31.09,-21.3
May,4,camp 1,High,160 x 600,Buzzfeed,20551,36.4423,135,24.0,50,4161.8403,0.66,0.27,37.04,-34.14
May,4,camp 1,High,160 x 600,CNBC,219975,285.0589,1464,266.0,722,35398.0395,0.67,0.19,49.32,-6.69
May,4,camp 1,Low,160 x 600,Morning Brew,608,0.1121,1,0.1819,0,0.0,0.16,0.11,0.0,62.27
May,4,camp 1,Low,160 x 600,CNBC,4160,0.8366,15,2.729,4,129.5,0.36,0.06,26.67,226.2
May,4,camp 1,Medium,160 x 600,Morning Brew,2509,1.7363,17,3.0953,4,146.8969,0.68,0.1,23.53,78.27
May,4,camp 1,Medium,160 x 600,Buzzfeed,642,1.0317,7,1.2735,0,0.0,1.09,0.15,0.0,23.44
May,4,camp 1,Medium,160 x 600,CNBC,29020,16.1567,215,39.1283,20,860.0819,0.74,0.08,9.3,142.18
May,4,camp 1,High,240 x 400,Morning Brew,51201,47.5671,206,37.0,80,4481.1717,0.4,0.23,38.83,-22.22
May,4,camp 1,High,240 x 400,Buzzfeed,365420,351.0332,7270,1323.0,2781,132495.8703,1.99,0.05,38.25,276.89
May,4,camp 1,High,240 x 400,Forbes,46353,23.88,301,54.0,117,7928.3597,0.65,0.08,38.87,126.13
May,4,camp 1,High,240 x 400,CNBC,197367,364.2818,1284,233.0,623,27647.9094,0.65,0.28,48.52,-36.04
May,4,camp 1,Low,240 x 400,Morning Brew,1053,0.1845,1,0.1819,0,0.0,0.09,0.18,0.0,-1.41
May,4,camp 1,Low,240 x 400,Buzzfeed,1391,1.1208,21,3.8206,4,399.4292,1.51,0.05,19.05,240.88
May,4,camp 1,Low,240 x 400,Forbes,378,0.1888,5,0.9096,0,0.0,1.32,0.04,0.0,381.78
May,4,camp 1,Low,240 x 400,CNBC,2508,0.8421,12,2.1832,2,57.1411,0.48,0.07,16.67,159.26
May,4,camp 1,Medium,240 x 400,Morning Brew,6282,2.7388,18,3.2748,2,238.87,0.29,0.15,11.11,19.57
May,4,camp 1,Medium,240 x 400,Buzzfeed,21620,19.5668,746,135.7367,56,4391.8066,3.45,0.03,7.51,593.71
May,4,camp 1,Medium,240 x 400,Forbes,3405,1.7705,30,5.4604,4,232.4736,0.88,0.06,13.33,208.41
May,4,camp 1,Medium,240 x 400,CNBC,20678,17.0438,192,34.9509,23,1439.9306,0.93,0.09,11.98,105.07
May,4,camp 1,High,300 x 250,Morning Brew,39992,46.4021,171,31.0,72,2925.3383,0.43,0.27,42.11,-33.19
May,4,camp 1,High,300 x 250,Buzzfeed,62557,43.532,727,132.0,294,14634.4037,1.16,0.06,40.44,203.23
May,4,camp 1,High,300 x 250,Forbes,5334,2.7875,16,2.0,8,233.6068,0.3,0.17,50.0,-28.25
May,4,camp 1,High,300 x 250,CNBC,375291,539.1284,1955,355.0,1300,71711.2385,0.52,0.28,66.5,-34.15
May,4,camp 1,Low,300 x 250,Morning Brew,511,0.1575,2,0.3638,0,0.0,0.39,0.08,0.0,130.98
May,4,camp 1,Low,300 x 250,Buzzfeed,148,0.0924,6,1.0916,1,59.6232,4.05,0.02,16.67,1081.39
May,4,camp 1,Low,300 x 250,CNBC,5651,1.3423,23,4.1845,1,71.0463,0.41,0.06,4.35,211.74
May,4,camp 1,Medium,300 x 250,NYT,2,0.006,1,0.1819,0,0.0,50.0,0.01,0.0,2931.67
May,4,camp 1,Medium,300 x 250,Morning Brew,4181,3.4226,32,5.8243,1,139.1085,0.77,0.11,3.12,70.17
May,4,camp 1,Medium,300 x 250,Buzzfeed,2759,1.8155,95,17.2839,4,357.7657,3.44,0.02,4.21,852.02
May,4,camp 1,Medium,300 x 250,CNBC,44812,31.1637,289,52.5844,33,1464.6718,0.64,0.11,11.42,68.74
May,4,camp 1,High,468 x 60,Buzzfeed,809,0.3154,2,0.0,0,0.0,0.25,0.16,0.0,-100.0
May,4,camp 1,High,468 x 60,CNBC,5021,1.9146,5,0.0,0,0.0,0.1,0.38,0.0,-100.0
May,4,camp 1,Medium,468 x 60,Morning Brew,164,0.1476,1,0.1819,0,0.0,0.61,0.15,0.0,23.24
May,4,camp 1,Medium,468 x 60,CNBC,674,0.0924,1,0.1819,1,31.6959,0.15,0.09,100.0,96.86
May,4,camp 1,High,580 x 400,CNBC,51125,131.8571,615,112.0,397,19598.6266,1.2,0.21,64.55,-15.06
May,4,camp 1,Low,580 x 400,CNBC,701,0.3279,5,0.9096,0,0.0,0.71,0.07,0.0,177.4
May,4,camp 1,Medium,580 x 400,CNBC,5278,6.1095,74,13.468,7,599.4337,1.4,0.08,9.46,120.44
May,4,camp 1,High,670 x 90,Morning Brew,6074,11.9835,39,7.0,12,277.3397,0.64,0.31,30.77,-41.59
May,4,camp 1,High,670 x 90,Buzzfeed,18959,12.7453,75,13.0,47,1919.4868,0.4,0.17,62.67,2.0
May,4,camp 1,High,670 x 90,Forbes,404,0.2647,2,0.0,0,0.0,0.5,0.13,0.0,-100.0
May,4,camp 1,High,670 x 90,CNBC,19494,29.8793,129,23.0,53,2178.7473,0.66,0.23,41.09,-23.02
May,4,camp 1,Low,670 x 90,CNBC,211,0.0455,3,0.5458,0,0.0,1.42,0.02,0.0,1099.56
May,4,camp 1,Medium,670 x 90,Morning Brew,659,0.4974,27,4.9218,0,0.0,4.1,0.02,0.0,889.51
May,4,camp 1,Medium,670 x 90,Buzzfeed,651,0.402,3,0.5458,0,0.0,0.46,0.13,0.0,35.77
May,4,camp 1,Medium,670 x 90,CNBC,2043,1.3738,12,2.1832,1,309.0326,0.59,0.11,8.33,58.92
May,4,camp 1,High,728 x 90,Morning Brew,70070,82.4026,293,53.0,130,5484.2646,0.42,0.28,44.37,-35.68
May,4,camp 1,High,728 x 90,Buzzfeed,213777,279.5935,1880,342.0,943,37050.1128,0.88,0.15,50.16,22.32
May,4,camp 1,High,728 x 90,Forbes,21325,7.8913,85,15.0,43,1395.2954,0.4,0.09,50.59,90.08
May,4,camp 1,High,728 x 90,CNBC,357351,334.5504,1319,240.0,937,49039.8638,0.37,0.25,71.04,-28.26
May,4,camp 1,Low,728 x 90,Morning Brew,924,0.2255,2,0.3638,1,23.3788,0.22,0.11,50.0,61.33
May,4,camp 1,Low,728 x 90,Buzzfeed,245,0.2731,3,0.5458,0,0.0,1.22,0.09,0.0,99.85
May,4,camp 1,Low,728 x 90,CNBC,4939,0.9441,10,1.8217,2,70.7489,0.2,0.09,20.0,92.96
May,4,camp 1,Medium,728 x 90,Morning Brew,7681,4.4063,39,7.0955,7,481.0409,0.51,0.11,17.95,61.03
May,4,camp 1,Medium,728 x 90,Buzzfeed,8906,10.9691,147,26.7519,7,673.6474,1.65,0.07,4.76,143.88
May,4,camp 1,Medium,728 x 90,Forbes,1894,0.6881,13,2.3651,0,0.0,0.69,0.05,0.0,243.71
May,4,camp 1,Medium,728 x 90,CNBC,42929,20.4072,197,35.8486,14,834.2814,0.46,0.1,7.11,75.67
May,4,camp 3,High,160 x 600,Morning Brew,2573,0.4881,6,0.3118,0,0.0,0.23,0.08,0.0,-36.12
May,4,camp 3,High,160 x 600,CNBC,29163,6.6038,68,3.5354,20,1531.6306,0.23,0.1,29.41,-46.46
May,4,camp 3,Low,160 x 600,Morning Brew,6199,0.2856,11,0.5737,0,0.0,0.18,0.03,0.0,100.88
May,4,camp 3,Low,160 x 600,CNBC,46741,2.1529,77,4.0026,0,0.0,0.16,0.03,0.0,85.92
May,4,camp 3,Medium,160 x 600,Morning Brew,10617,0.7926,29,1.5074,0,0.0,0.27,0.03,0.0,90.18
May,4,camp 3,Medium,160 x 600,Buzzfeed,73,0.0564,4,0.2079,0,0.0,5.48,0.01,0.0,268.62
May,4,camp 3,Medium,160 x 600,CNBC,98853,8.7563,365,18.9768,3,209.6547,0.37,0.02,0.82,116.72
May,4,camp 3,High,240 x 400,Morning Brew,6458,1.2399,10,0.5198,0,0.0,0.15,0.12,0.0,-58.08
May,4,camp 3,High,240 x 400,Buzzfeed,9071,7.5453,101,5.2515,18,2967.1829,1.11,0.07,17.82,-30.4
May,4,camp 3,High,240 x 400,Forbes,3958,1.8527,18,0.9356,0,0.0,0.45,0.1,0.0,-49.5
May,4,camp 3,High,240 x 400,CNBC,28246,9.5581,59,3.0682,6,1032.4031,0.21,0.16,10.17,-67.9
May,4,camp 3,Low,240 x 400,Morning Brew,8382,0.6851,21,1.0923,0,0.0,0.25,0.03,0.0,59.44
May,4,camp 3,Low,240 x 400,Buzzfeed,3468,2.716,35,1.82,1,74.1031,1.01,0.08,2.86,-32.99
May,4,camp 3,Low,240 x 400,Forbes,267,0.1131,1,0.0519,0,0.0,0.37,0.11,0.0,-54.11
May,4,camp 3,Low,240 x 400,CNBC,24874,1.1376,40,2.0792,0,0.0,0.16,0.03,0.0,82.77
May,4,camp 3,Medium,240 x 400,Morning Brew,16785,1.6977,53,2.755,0,0.0,0.32,0.03,0.0,62.28
May,4,camp 3,Medium,240 x 400,Buzzfeed,11544,8.8556,199,10.3457,2,79.1139,1.72,0.04,1.01,16.83
May,4,camp 3,Medium,240 x 400,Forbes,1175,0.5436,7,0.3638,0,0.0,0.6,0.08,0.0,-33.08
May,4,camp 3,Medium,240 x 400,CNBC,61401,5.4721,202,10.5044,6,439.4311,0.33,0.03,2.97,91.96
May,4,camp 3,High,300 x 250,Morning Brew,3562,1.1618,16,0.8317,2,162.8594,0.45,0.07,12.5,-28.41
May,4,camp 3,High,300 x 250,Buzzfeed,975,0.5925,8,0.4165,1,38.9591,0.82,0.07,12.5,-29.7
May,4,camp 3,High,300 x 250,Forbes,171,0.0977,1,0.0519,0,0.0,0.58,0.1,0.0,-46.88
May,4,camp 3,High,300 x 250,CNBC,44834,12.3908,160,8.3198,24,7044.1929,0.36,0.08,15.0,-32.86
May,4,camp 3,Low,300 x 250,Morning Brew,8118,0.5145,64,3.3268,0,0.0,0.79,0.01,0.0,546.61
May,4,camp 3,Low,300 x 250,Buzzfeed,508,0.298,8,0.4158,0,0.0,1.57,0.04,0.0,39.53
May,4,camp 3,Low,300 x 250,CNBC,68921,2.32,156,8.1119,1,12.9868,0.23,0.01,0.64,249.65
May,4,camp 3,Medium,300 x 250,Morning Brew,11551,1.359,102,5.3021,0,0.0,0.88,0.01,0.0,290.15
May,4,camp 3,Medium,300 x 250,Buzzfeed,1235,0.692,45,2.3398,0,0.0,3.64,0.02,0.0,238.12
May,4,camp 3,Medium,300 x 250,Forbes,28,0.0126,2,0.1039,0,0.0,7.14,0.01,0.0,724.6
May,4,camp 3,Medium,300 x 250,CNBC,136917,9.2137,503,26.1562,4,719.038,0.37,0.02,0.8,183.88
May,4,camp 3,Low,468 x 60,Morning Brew,59,0.0021,1,0.0519,0,0.0,1.69,0.0,0.0,2371.43
May,4,camp 3,High,580 x 400,CNBC,9731,5.274,57,2.9636,3,118.8059,0.59,0.09,5.26,-43.81
May,4,camp 3,Low,580 x 400,CNBC,10838,1.1204,46,2.3911,0,0.0,0.42,0.02,0.0,113.41
May,4,camp 3,Medium,580 x 400,CNBC,27337,4.8905,307,15.9611,1,97.9896,1.12,0.02,0.33,226.37
May,4,camp 3,High,670 x 90,Morning Brew,601,0.1984,3,0.1559,0,0.0,0.5,0.07,0.0,-21.42
May,4,camp 3,High,670 x 90,CNBC,2266,0.5444,4,0.2086,0,0.0,0.18,0.14,0.0,-61.68
May,4,camp 3,Low,670 x 90,Morning Brew,4055,0.148,15,0.7797,0,0.0,0.37,0.01,0.0,426.82
May,4,camp 3,Low,670 x 90,CNBC,3165,0.0902,5,0.2599,0,0.0,0.16,0.02,0.0,188.14
May,4,camp 3,Medium,670 x 90,Morning Brew,4798,0.303,23,1.1969,0,0.0,0.48,0.01,0.0,295.02
May,4,camp 3,Medium,670 x 90,Forbes,25,0.0115,1,0.0519,0,0.0,4.0,0.01,0.0,351.3
May,4,camp 3,Medium,670 x 90,CNBC,6628,0.3569,18,0.9356,0,0.0,0.27,0.02,0.0,162.15
May,4,camp 3,High,728 x 90,Morning Brew,6400,1.4751,12,0.6237,0,0.0,0.19,0.12,0.0,-57.72
May,4,camp 3,High,728 x 90,Buzzfeed,1261,1.2997,7,0.3638,1,30.2794,0.56,0.19,14.29,-72.01
